,base_asset,compare_asset,label
18381,BTTR,PBHC,0
18382,BTTR,PBLA,0
18383,BTTR,PBPB,0
18384,BTTR,PBYI,0
18385,BTTR,PCSA,0
18386,BTTR,PCYG,0
18387,BTTR,PCYO,0
18388,BTTR,PDSB,0
18389,BTTR,PENN,0
18390,BTTR,PERI,0
18391,BTTR,PESI,0
18392,BTTR,PETS,0
18379,BTTR,PATI,0
18393,BTTR,PETV,0
18395,BTTR,PFIN,0
18396,BTTR,PFMT,0
18397,BTTR,PFSW,0
18398,BTTR,PGEN,0
18399,BTTR,PIRS,0
18400,BTTR,PLAG,0
18401,BTTR,PLSE,0
18402,BTTR,PLXP,0
18403,BTTR,PMCB,0
18404,BTTR,PMTS,0
18405,BTTR,PNBK,0
18406,BTTR,POET,0
18394,BTTR,PFIE,0
18321,BTTR,NEGG,0
18554,BTTR,UBCP,0
18556,BTTR,UEIC,0
18704,BWEN,ZEST,0
18705,BYFC,CMRX,0
18706,BYFC,DXYN,0
18707,BYFC,FBIO,0
18708,BYFC,KOPN,0
18709,BYFC,ORMP,0
18710,BYFC,PLXP,0
18711,BYFC,PTGX,0
18712,BYFC,SCKT,0
18713,BYFC,VXRT,0
18714,BYFC,WULF,0
18715,BYFC,WVVI,0
18716,BYFC,XTLB,0
18717,BYRN,CARV,0
18718,BYRN,DRIO,0
18719,BYRN,ECOM,0
18720,BYRN,ELTK,0
18721,BYRN,HGBL,0
18722,BYRN,INFU,0
18723,BYRN,KOSS,0
18724,BYRN,LEDS,0
18725,BYRN,MOBQ,0
18726,BYRN,POET,0
18727,BYRN,PRTS,0
18728,BYRN,PTGX,0
18703,BWEN,VVPR,0
18729,BYRN,SPWH,0
18702,BWEN,VUZI,0
18700,BWEN,TRVN,0
18675,BWEN,LITB,0
18676,BWEN,LODE,0
18677,BWEN,LPTH,0
18678,BWEN,LUMO,0
18679,BWEN,LWAY,0
18680,BWEN,LYTS,0
18681,BWEN,MACK,0
18682,BWEN,MCRB,0
18683,BWEN,MICT,0
18684,BWEN,MLSS,0
18685,BWEN,NEON,0
18686,BWEN,NLTX,0
18687,BWEN,NTIP,0
18688,BWEN,OBLG,0
18689,BWEN,OCUL,0
18690,BWEN,PAVM,0
18691,BWEN,PPIH,0
18692,BWEN,PRPL,0
18693,BWEN,QMCO,0
18694,BWEN,SASI,0
18695,BWEN,SCKT,0
18696,BWEN,SEED,0
18697,BWEN,SOFO,0
18698,BWEN,SYNL,0
18699,BWEN,TKAT,0
18701,BWEN,UAVS,0
18730,BYRN,UONE,0
18731,BZUN,CEMI,0
18732,BZUN,CPSS,0
18763,CAAS,KTCC,0
18764,CAAS,LCTX,0
18765,CAAS,LCUT,0
18766,CAAS,LGMK,0
18767,CAAS,LITB,0
18768,CAAS,LPTH,0
18769,CAAS,MCRB,0
18770,CAAS,MDXG,0
18771,CAAS,MICR,0
18772,CAAS,MINM,0
18773,CAAS,MOXC,0
18774,CAAS,NTIP,0
18775,CAAS,OBLG,0
18776,CAAS,ONCY,0
18777,CAAS,PETS,0
18778,CAAS,PLSE,0
18779,CAAS,POLA,0
18780,CAAS,QIPT,0
18781,CAAS,RBBN,0
18782,CAAS,SILC,0
18783,CAAS,SMMT,0
18784,CAAS,SUNW,0
18785,CAAS,UAVS,0
18786,CAAS,VBIV,0
18787,CAAS,VVPR,0
18762,CAAS,KSPN,0
18761,CAAS,KOPN,0
18760,CAAS,KODK,0
18759,CAAS,IPWR,0
18733,BZUN,EIGR,0
18734,BZUN,ESOA,0
18735,BZUN,HRTG,0
18736,BZUN,HRTX,0
18737,BZUN,IMMR,0
18738,BZUN,ISEE,0
18739,BZUN,MTRX,0
18740,BZUN,NSYS,0
18741,BZUN,OMER,0
18742,BZUN,SELF,0
18743,BZUN,ULBI,0
18744,CAAS,CCNC,0
18674,BWEN,LINK,0
18745,CAAS,CLIR,0
18747,CAAS,DMAC,0
18748,CAAS,DSKE,0
18749,CAAS,EMAN,0
18750,CAAS,EVOL,0
18751,CAAS,FCEL,0
18752,CAAS,FLXS,0
18753,CAAS,FPAY,0
18754,CAAS,FTFT,0
18755,CAAS,GEVO,0
18756,CAAS,HIHO,0
18757,CAAS,HOFT,0
18758,CAAS,INFI,0
18746,CAAS,CREG,0
18673,BWEN,LEJU,0
18672,BWEN,KODK,0
18671,BWEN,HGEN,0
18587,BTTR,VXRT,0
18588,BTTR,VYNT,0
18589,BTTR,WATT,0
18590,BTTR,WEYS,0
18591,BTTR,WFCF,0
18592,BTTR,WHLM,0
18593,BTTR,WHLR,0
18594,BTTR,WILC,0
18595,BTTR,WKSP,0
18596,BTTR,WLDN,0
18597,BTTR,WLFC,0
18598,BTTR,WORX,0
18599,BTTR,WPRT,0
18600,BTTR,WSTG,0
18601,BTTR,WSTL,0
18602,BTTR,WTER,0
18603,BTTR,WTRH,0
18604,BTTR,WULF,0
18605,BTTR,WVFC,0
18606,BTTR,WVVI,0
18607,BTTR,XBIO,0
18608,BTTR,XBIT,0
18609,BTTR,XELA,0
18610,BTTR,XELB,0
18611,BTTR,XSPA,0
18586,BTTR,VVPR,0
18585,BTTR,VUZI,0
18584,BTTR,VTVT,0
18583,BTTR,VTSI,0
18557,BTTR,UFAB,0
18558,BTTR,ULBI,0
18559,BTTR,UONE,0
18560,BTTR,USAK,0
18561,BTTR,USAU,0
18562,BTTR,USDP,0
18563,BTTR,USEG,0
18564,BTTR,USIO,0
18565,BTTR,UTMD,0
18566,BTTR,UTSI,0
18567,BTTR,VBIV,0
18568,BTTR,VBLT,0
18612,BTTR,XTLB,0
18569,BTTR,VERB,0
18571,BTTR,VIRC,0
18572,BTTR,VIRX,0
18573,BTTR,VISL,0
18574,BTTR,VIVE,0
18575,BTTR,VIVK,0
18576,BTTR,VJET,0
18577,BTTR,VKTX,0
18578,BTTR,VOXX,0
18579,BTTR,VRDN,0
18580,BTTR,VRME,0
18581,BTTR,VSTM,0
18582,BTTR,VTGN,0
18570,BTTR,VERU,0
18555,BTTR,UBOH,0
18613,BTTR,XTNT,0
18615,BTTR,YELL,0
18646,BVXV,MBCN,0
18647,BVXV,MGYR,0
18648,BVXV,OTTW,0
18649,BVXV,OVLY,0
18650,BVXV,PBHC,0
18651,BVXV,PPSI,0
18652,BVXV,SFBC,0
18653,BVXV,STCN,0
18654,BVXV,TOMZ,0
18655,BVXV,WVFC,0
18656,BWEN,CAAS,0
18657,BWEN,CBAT,0
18658,BWEN,CLIR,0
18659,BWEN,COHN,0
18660,BWEN,COMS,0
18661,BWEN,CPSH,0
18662,BWEN,CRDF,0
18663,BWEN,CRIS,0
18664,BWEN,EMAN,0
18665,BWEN,EPIX,0
18666,BWEN,EVGN,0
18667,BWEN,FKWL,0
18668,BWEN,FTFT,0
18669,BWEN,GEVO,0
18670,BWEN,GLDG,0
18645,BVXV,MAYS,0
18644,BVXV,LSBK,0
18643,BVXV,LOAN,0
18642,BVXV,KMDA,0
18616,BTTR,YGYI,0
18617,BTTR,YMTX,0
18618,BTTR,YTEN,0
18619,BTTR,YTRA,0
18620,BTTR,ZDGE,0
18621,BTTR,ZEST,0
18622,BTTR,ZEUS,0
18623,BTTR,ZIVO,0
18624,BTTR,ZTEK,0
18625,BTTR,ZYNE,0
18626,BTTR,ZYXI,0
18627,BVXV,CBAN,0
18614,BTTR,XXII,0
18628,BVXV,CGEN,0
18630,BVXV,CIZN,0
18631,BVXV,CWBC,0
18632,BVXV,CZWI,0
18633,BVXV,EMCF,0
18634,BVXV,FUSB,0
18635,BVXV,FXNC,0
18636,BVXV,HAYN,0
18637,BVXV,HMNF,0
18638,BVXV,ICMB,0
18639,BVXV,INSE,0
18640,BVXV,IROQ,0
18641,BVXV,KFFB,0
18629,BVXV,CHMG,0
16912,BOTJ,TOMZ,0
18320,BTTR,NDLS,0
18318,BTTR,NBGV,0
17999,BTTR,CEMI,0
18000,BTTR,CENN,0
18001,BTTR,CETX,0
18002,BTTR,CFBK,0
18003,BTTR,CFRX,0
18004,BTTR,CGEN,0
18005,BTTR,CGRN,0
18006,BTTR,CHCI,0
18007,BTTR,CHEK,0
18008,BTTR,CHMI,0
18009,BTTR,CHNR,0
18010,BTTR,CHUY,0
18011,BTTR,CIDM,0
18012,BTTR,CIZN,0
18013,BTTR,CJJD,0
18014,BTTR,CKPT,0
18015,BTTR,CLDX,0
18016,BTTR,CLIR,0
18017,BTTR,CLLS,0
18018,BTTR,CLPT,0
18019,BTTR,CLRB,0
18020,BTTR,CLRO,0
18021,BTTR,CLSD,0
18022,BTTR,CLSK,0
18023,BTTR,CLSN,0
17998,BTTR,CEAD,0
18024,BTTR,CLVS,0
17997,BTTR,CDZI,0
17995,BTTR,CCRD,0
17970,BTCS,TAPM,0
17971,BTCS,TTSH,0
17972,BTCS,UAVS,0
17973,BTCS,VBIV,0
17974,BTCS,VTSI,0
17975,BTCS,VYNT,0
17976,BTCS,YELL,0
17977,BTCS,ZTEK,0
17978,BTTR,BVXV,0
17979,BTTR,BWEN,0
17980,BTTR,BYFC,0
17981,BTTR,BYRN,0
17982,BTTR,BZUN,0
17983,BTTR,CAMP,0
17984,BTTR,CAPR,0
17985,BTTR,CARV,0
17986,BTTR,CATO,0
17987,BTTR,CBAN,0
17988,BTTR,CBAT,0
17989,BTTR,CBAY,0
17990,BTTR,CBFV,0
17991,BTTR,CCEL,0
17992,BTTR,CRYO,0
17993,BTTR,CCLP,0
17994,BTTR,CCNC,0
17996,BTTR,CDXC,0
18025,BTTR,CLWT,0
18026,BTTR,CMTL,0
18027,BTTR,CNCE,0
18058,BTTR,CYAD,0
18059,BTTR,CYCC,0
18060,BTTR,CYRN,0
18061,BTTR,CYTH,0
18062,BTTR,CZWI,0
18063,BTTR,DAKT,0
18064,BTTR,DARE,0
18065,BTTR,DBVT,0
18066,BTTR,DFFN,0
18067,BTTR,DGLY,0
18068,BTTR,DJCO,0
18069,BTTR,DLHC,0
18070,BTTR,DLNG,0
18071,BTTR,DLPN,0
18072,BTTR,DLTH,0
18073,BTTR,DMAC,0
18074,BTTR,DPDW,0
18075,BTTR,DRIO,0
18076,BTTR,DRRX,0
18077,BTTR,DRTT,0
18078,BTTR,DSKE,0
18079,BTTR,DSWL,0
18080,BTTR,DTEA,0
18081,BTTR,DTST,0
18082,BTTR,DWSN,0
18057,BTTR,CWCO,0
18056,BTTR,CWBC,0
18055,BTTR,CVLG,0
18054,BTTR,CVGI,0
18028,BTTR,CNET,0
18029,BTTR,CNTY,0
18030,BTTR,COCP,0
18031,BTTR,CODA,0
18032,BTTR,COHN,0
18033,BTTR,CONN,0
18034,BTTR,CORR,0
18035,BTTR,CPHC,0
18036,BTTR,CPHI,0
18037,BTTR,CPLP,0
18038,BTTR,CPSI,0
18039,BTTR,CRBP,0
17969,BTCS,SMID,0
18040,BTTR,CREG,0
18042,BTTR,CRMD,0
18043,BTTR,CRNT,0
18044,BTTR,CRVS,0
18045,BTTR,CRWS,0
18046,BTTR,CSBR,0
18047,BTTR,CSCW,0
18048,BTTR,CTHR,0
18049,BTTR,CTIB,0
18050,BTTR,CTMX,0
18051,BTTR,CTSO,0
18052,BTTR,CULP,0
18053,BTTR,CVEO,0
18041,BTTR,CREX,0
17968,BTCS,SLNG,0
17967,BTCS,SILC,0
17966,BTCS,SIEB,0
17882,BSGM,ZEUS,0
17883,BSGM,ZIVO,0
17884,BTCM,CAMP,0
17885,BTCM,CCLP,0
17886,BTCM,CDZI,0
17887,BTCM,CEAD,0
17888,BTCM,CGRN,0
17889,BTCM,CHMI,0
17890,BTCM,CHNR,0
17891,BTCM,CLLS,0
17892,BTCM,CNET,0
17893,BTCM,CSCW,0
17894,BTCM,CULP,0
17895,BTCM,CYRN,0
17896,BTCM,DAKT,0
17897,BTCM,DRTT,0
17898,BTCM,DWSN,0
17899,BTCM,ELMD,0
17900,BTCM,GALT,0
17901,BTCM,GLYC,0
17902,BTCM,HRTG,0
17903,BTCM,IDEX,0
17904,BTCM,IMMR,0
17905,BTCM,KINS,0
17906,BTCM,MICR,0
17881,BSGM,VERU,0
17880,BSGM,TSRI,0
17879,BSGM,SAMG,0
17878,BSGM,RNDB,0
17852,BSET,MICS,0
17853,BSET,OFED,0
17854,BSET,XELB,0
17855,BSGM,BZUN,0
17856,BSGM,CFBK,0
17857,BSGM,CPSI,0
17858,BSGM,CPSS,0
17859,BSGM,CWBC,0
17860,BSGM,CZWI,0
17861,BSGM,DLHC,0
17862,BSGM,GSIT,0
17863,BSGM,HSON,0
17907,BTCM,MIND,0
17864,BSGM,ICCC,0
17866,BSGM,KFFB,0
17867,BSGM,LARK,0
17868,BSGM,MBCN,0
17869,BSGM,MGYR,0
17870,BSGM,NEPT,0
17871,BSGM,NSYS,0
17872,BSGM,OTTW,0
17873,BSGM,PBHC,0
17874,BSGM,QTNT,0
17875,BSGM,RCMT,0
17876,BSGM,RELL,0
17877,BSGM,RENN,0
17865,BSGM,INSE,0
18083,BTTR,DXPE,0
17908,BTCM,NCMI,0
17910,BTCM,ONCY,0
17941,BTCS,HUSA,0
17942,BTCS,ICMB,0
17943,BTCS,INSE,0
17944,BTCS,IPWR,0
17945,BTCS,IRIX,0
17946,BTCS,KFFB,0
17947,BTCS,LCTX,0
17948,BTCS,LCUT,0
17949,BTCS,LSBK,0
17950,BTCS,LTBR,0
17951,BTCS,LWAY,0
17952,BTCS,MBCN,0
17953,BTCS,MGYR,0
17954,BTCS,MTMT,0
17955,BTCS,NTIP,0
17956,BTCS,OPOF,0
17957,BTCS,PAYS,0
17958,BTCS,PFSW,0
17959,BTCS,PPSI,0
17960,BTCS,PULM,0
17961,BTCS,REFR,0
17962,BTCS,RMCF,0
17963,BTCS,SALM,0
17964,BTCS,SCKT,0
17965,BTCS,SGRP,0
17940,BTCS,HAYN,0
17939,BTCS,GEVO,0
17938,BTCS,FUSB,0
17937,BTCS,EMKR,0
17911,BTCM,PATI,0
17912,BTCM,PFIN,0
17913,BTCM,PKOH,0
17914,BTCM,PRTY,0
17915,BTCM,PWFL,0
17916,BTCM,RRGB,0
17917,BTCM,TACT,0
17918,BTCM,TCCO,0
17919,BTCM,THTX,0
17920,BTCM,TISI,0
17921,BTCM,TSAT,0
17922,BTCM,TYME,0
17909,BTCM,NVFY,0
17923,BTCM,UTSI,0
17925,BTCM,WHLM,0
17926,BTCS,BYFC,0
17927,BTCS,CIDM,0
17928,BTCS,CPLP,0
17929,BTCS,CPSI,0
17930,BTCS,CRMD,0
17931,BTCS,CYTO,0
17932,BTCS,CZWI,0
17933,BTCS,DSKE,0
17934,BTCS,DXYN,0
17935,BTCS,EIGR,0
17936,BTCS,ELSE,0
17924,BTCM,VJET,0
18319,BTTR,NBRV,0
18084,BTTR,DYAI,0
18086,BTTR,DZSI,0
18234,BTTR,KSPN,0
18235,BTTR,KTCC,0
18236,BTTR,KTRA,0
18237,BTTR,KVHI,0
18238,BTTR,KZIA,0
18239,BTTR,LAKE,0
18240,BTTR,LARK,0
18241,BTTR,LCTX,0
18242,BTTR,LCUT,0
18243,BTTR,LEDS,0
18244,BTTR,LFMD,0
18245,BTTR,LFVN,0
18246,BTTR,LGMK,0
18247,BTTR,LIFE,0
18248,BTTR,LINK,0
18249,BTTR,LIQT,0
18250,BTTR,LITB,0
18251,BTTR,LIVE,0
18252,BTTR,LIXT,0
18253,BTTR,LMFA,0
18254,BTTR,LMNL,0
18255,BTTR,LMNR,0
18256,BTTR,LMST,0
18257,BTTR,LNDC,0
18258,BTTR,LOAN,0
18233,BTTR,KRMD,0
18259,BTTR,LOCO,0
18232,BTTR,KOSS,0
18230,BTTR,KODK,0
18205,BTTR,INTZ,0
18206,BTTR,INUV,0
18207,BTTR,INVE,0
18208,BTTR,IPWR,0
18209,BTTR,IRIX,0
18210,BTTR,IROQ,0
18211,BTTR,ISEE,0
18212,BTTR,ISIG,0
18213,BTTR,ISUN,0
18214,BTTR,ITRN,0
18215,BTTR,IVAC,0
18216,BTTR,IZEA,0
18217,BTTR,JAGX,0
18218,BTTR,JAKK,0
18219,BTTR,JYNT,0
18220,BTTR,KALV,0
18221,BTTR,KBAL,0
18222,BTTR,KDNY,0
18223,BTTR,KEQU,0
18224,BTTR,KFFB,0
18225,BTTR,KINS,0
18226,BTTR,KIRK,0
18227,BTTR,KMDA,0
18228,BTTR,KMPH,0
18229,BTTR,KNDI,0
18231,BTTR,KOPN,0
18260,BTTR,LPCN,0
18261,BTTR,LPTH,0
18262,BTTR,LRMR,0
18293,BTTR,MNDO,0
18294,BTTR,MNMD,0
18295,BTTR,MNOV,0
18296,BTTR,MNTX,0
18297,BTTR,MOBQ,0
18298,BTTR,MOXC,0
18299,BTTR,MPAA,0
18300,BTTR,MRAM,0
18301,BTTR,MRIN,0
18302,BTTR,MRKR,0
18303,BTTR,MRNS,0
18304,BTTR,MSVB,0
18305,BTTR,MTEM,0
18306,BTTR,MTEX,0
18307,BTTR,MTMT,0
18308,BTTR,MTNB,0
18309,BTTR,MTRX,0
18310,BTTR,MULN,0
18311,BTTR,MVIS,0
18312,BTTR,MYMD,0
18313,BTTR,MYSZ,0
18314,BTTR,NAII,0
18315,BTTR,NATH,0
18316,BTTR,NATR,0
18317,BTTR,NAVB,0
18292,BTTR,MMLP,0
18291,BTTR,MMAT,0
18290,BTTR,MLSS,0
18289,BTTR,MITT,0
18263,BTTR,LSBK,0
18264,BTTR,LTBR,0
18265,BTTR,LTRX,0
18266,BTTR,LUMO,0
18267,BTTR,LUNA,0
18268,BTTR,LWAY,0
18269,BTTR,LXFR,0
18270,BTTR,LYTS,0
18271,BTTR,MARA,0
18272,BTTR,MARK,0
18273,BTTR,MAYS,0
18274,BTTR,MBOT,0
18204,BTTR,INTT,0
18275,BTTR,MCFT,0
18277,BTTR,MDWD,0
18278,BTTR,MDXG,0
18279,BTTR,MEDS,0
18280,BTTR,MEIP,0
18281,BTTR,MGNX,0
18282,BTTR,MGYR,0
18283,BTTR,MHLD,0
18284,BTTR,MICR,0
18285,BTTR,MICT,0
18286,BTTR,MIGI,0
18287,BTTR,MIND,0
18288,BTTR,MINM,0
18276,BTTR,MCRB,0
18203,BTTR,INTG,0
18202,BTTR,INSG,0
18201,BTTR,INOD,0
18117,BTTR,EXTN,0
18118,BTTR,EYPT,0
18119,BTTR,EZPW,0
18120,BTTR,FANH,0
18121,BTTR,FARM,0
18122,BTTR,FBIO,0
18123,BTTR,FCEL,0
18124,BTTR,FEIM,0
18125,BTTR,FKWL,0
18126,BTTR,FLNT,0
18127,BTTR,FLXS,0
18128,BTTR,FONR,0
18129,BTTR,FORD,0
18130,BTTR,FPAY,0
18131,BTTR,FRGI,0
18132,BTTR,FSFG,0
18133,BTTR,FSTR,0
18134,BTTR,FSTX,0
18135,BTTR,FTEK,0
18136,BTTR,FTFT,0
18137,BTTR,FURY,0
18138,BTTR,FUSB,0
18139,BTTR,FWBI,0
18140,BTTR,GAIA,0
18141,BTTR,GALT,0
18116,BTTR,EXPR,0
18115,BTTR,EVOL,0
18114,BTTR,EVOK,0
18113,BTTR,EVGN,0
18087,BTTR,EAST,0
18088,BTTR,ECOM,0
18089,BTTR,EDAP,0
18090,BTTR,EDUC,0
18091,BTTR,EFOI,0
18092,BTTR,EGAN,0
18093,BTTR,EHTH,0
18094,BTTR,EIGR,0
18095,BTTR,ELDN,0
18096,BTTR,ELLO,0
18097,BTTR,ELMD,0
18098,BTTR,ELOX,0
18142,BTTR,GASS,0
18099,BTTR,ELSE,0
18101,BTTR,EMCF,0
18102,BTTR,EMKR,0
18103,BTTR,EMMS,0
18104,BTTR,EMWP,0
18105,BTTR,ENDP,0
18106,BTTR,ENVB,0
18107,BTTR,EPIX,0
18108,BTTR,EPSN,0
18109,BTTR,ESEA,0
18110,BTTR,ESPR,0
18111,BTTR,ETST,0
18112,BTTR,EVFM,0
18100,BTTR,ELTK,0
18085,BTTR,DYNT,0
18143,BTTR,GBOX,0
18145,BTTR,GECC,0
18176,BTTR,HIHO,0
18177,BTTR,HMNF,0
18178,BTTR,HNNA,0
18179,BTTR,HOFT,0
18180,BTTR,HROW,0
18181,BTTR,HRTG,0
18182,BTTR,HRTX,0
18183,BTTR,HSDT,0
18184,BTTR,HSON,0
18185,BTTR,HSTO,0
18186,BTTR,HTGM,0
18187,BTTR,HURC,0
18188,BTTR,HUSA,0
18189,BTTR,HWBK,0
18190,BTTR,IBIO,0
18191,BTTR,ICCC,0
18192,BTTR,ICPT,0
18193,BTTR,IDEX,0
18194,BTTR,IDRA,0
18195,BTTR,IDXG,0
18196,BTTR,IMMP,0
18197,BTTR,IMMR,0
18198,BTTR,IMUX,0
18199,BTTR,INFI,0
18200,BTTR,INFU,0
18175,BTTR,HGEN,0
18174,BTTR,HGBL,0
18173,BTTR,HFBL,0
18172,BTTR,HEPA,0
18146,BTTR,GENE,0
18147,BTTR,GEVO,0
18148,BTTR,GIFI,0
18149,BTTR,GIGM,0
18150,BTTR,GILT,0
18151,BTTR,GLBZ,0
18152,BTTR,GLDG,0
18153,BTTR,GLMD,0
18154,BTTR,GLOP,0
18155,BTTR,GLYC,0
18156,BTTR,GNCA,0
18157,BTTR,GNSS,0
18144,BTTR,GCTK,0
18158,BTTR,GNUS,0
18160,BTTR,GREE,0
18161,BTTR,GROW,0
18162,BTTR,GRVY,0
18163,BTTR,GSIT,0
18164,BTTR,GTIM,0
18165,BTTR,GURE,0
18166,BTTR,GWAV,0
18167,BTTR,GWRS,0
18168,BTTR,GYRO,0
18169,BTTR,HAYN,0
18170,BTTR,HBIO,0
18171,BTTR,HDSN,0
18159,BTTR,GORO,0
18788,CAAS,XELB,0
16911,BOTJ,SIFY,0
16909,BOTJ,PFMT,0
15650,BIOL,PATI,0
15651,BIOL,PBLA,0
15652,BIOL,PBYI,0
15653,BIOL,PCSA,0
15654,BIOL,PCYG,0
15655,BIOL,PDSB,0
15656,BIOL,PERI,0
15657,BIOL,PESI,0
15658,BIOL,PETS,0
15659,BIOL,PETV,0
15660,BIOL,PFIE,0
15661,BIOL,PFIN,0
15662,BIOL,PFMT,0
15663,BIOL,PFSW,0
15664,BIOL,PHIO,0
15665,BIOL,PHUN,0
15666,BIOL,PIRS,0
15667,BIOL,PKOH,0
15668,BIOL,PLAG,0
15669,BIOL,PLSE,0
15670,BIOL,PLXP,0
15671,BIOL,PNBK,0
15672,BIOL,POET,0
15673,BIOL,POLA,0
15674,BIOL,POWL,0
15649,BIOL,PALT,0
15675,BIOL,PPIH,0
15648,BIOL,PALI,0
15646,BIOL,OTRK,0
15621,BIOL,NWPX,0
15622,BIOL,NXTP,0
15623,BIOL,NYMX,0
15624,BIOL,OBLG,0
15625,BIOL,OCGN,0
15626,BIOL,OCUL,0
15627,BIOL,OCUP,0
15628,BIOL,OESX,0
15629,BIOL,OFED,0
15630,BIOL,OGEN,0
15631,BIOL,OIIM,0
15632,BIOL,OMER,0
15633,BIOL,OMEX,0
15634,BIOL,ONCT,0
15635,BIOL,ONCY,0
15636,BIOL,ONTX,0
15637,BIOL,ONVO,0
15638,BIOL,OPHC,0
15639,BIOL,OPNT,0
15640,BIOL,OPOF,0
15641,BIOL,ORGS,0
15642,BIOL,ORMP,0
15643,BIOL,OSUR,0
15644,BIOL,OTIC,0
15645,BIOL,OTLK,0
15647,BIOL,OTTW,0
15676,BIOL,PRPH,0
15677,BIOL,PRPL,0
15678,BIOL,PRQR,0
15709,BIOL,RIOT,0
15710,BIOL,RKDA,0
15711,BIOL,RMAX,0
15712,BIOL,RMCF,0
15713,BIOL,RMTI,0
15714,BIOL,RNDB,0
15715,BIOL,RRGB,0
15716,BIOL,RSLS,0
15717,BIOL,RYAM,0
15718,BIOL,RZLT,0
15719,BIOL,SALM,0
15720,BIOL,SAMG,0
15721,BIOL,SAVA,0
15722,BIOL,SCOR,0
15723,BIOL,SDPI,0
15724,BIOL,SELB,0
15725,BIOL,SELF,0
15726,BIOL,SENS,0
15727,BIOL,SFBC,0
15728,BIOL,SGLY,0
15729,BIOL,SGRP,0
15730,BIOL,SIEB,0
15731,BIOL,SILC,0
15732,BIOL,SINT,0
15733,BIOL,SIOX,0
15708,BIOL,RIGL,0
15707,BIOL,RIBT,0
15706,BIOL,RENN,0
15705,BIOL,RELV,0
15679,BIOL,PRTG,0
15680,BIOL,PRTH,0
15681,BIOL,PRTK,0
15682,BIOL,PRTS,0
15683,BIOL,PRTY,0
15684,BIOL,PSTV,0
15685,BIOL,PTGX,0
15686,BIOL,PWFL,0
15687,BIOL,PXLW,0
15688,BIOL,QBAK,0
15689,BIOL,QIPT,0
15690,BIOL,QLGN,0
15620,BIOL,NVFY,0
15691,BIOL,QMCO,0
15693,BIOL,QRHC,0
15694,BIOL,QTNT,0
15695,BIOL,QUAD,0
15696,BIOL,QUIK,0
15697,BIOL,QUMU,0
15698,BIOL,RAIL,0
15699,BIOL,RAND,0
15700,BIOL,RBBN,0
15701,BIOL,RCON,0
15702,BIOL,RCRT,0
15703,BIOL,REFR,0
15704,BIOL,RELL,0
15692,BIOL,QNRX,0
15734,BIOL,SISI,0
15619,BIOL,NTWK,0
15617,BIOL,NSYS,0
15533,BIOL,KZIA,0
15534,BIOL,LARK,0
15535,BIOL,LCUT,0
15536,BIOL,LEDS,0
15537,BIOL,LFMD,0
15538,BIOL,LFVN,0
15539,BIOL,LIFE,0
15540,BIOL,LINC,0
15541,BIOL,LINK,0
15542,BIOL,LIVE,0
15543,BIOL,LMFA,0
15544,BIOL,LMNL,0
15545,BIOL,LMNR,0
15546,BIOL,LMST,0
15547,BIOL,LNDC,0
15548,BIOL,LOAN,0
15549,BIOL,LOCO,0
15550,BIOL,LPCN,0
15551,BIOL,LPTH,0
15552,BIOL,LRMR,0
15553,BIOL,LSBK,0
15554,BIOL,LTBR,0
15555,BIOL,LUMO,0
15556,BIOL,LUNA,0
15557,BIOL,LXRX,0
15532,BIOL,KVHI,0
15558,BIOL,LYTS,0
15531,BIOL,KTRA,0
15529,BIOL,KPRX,0
15504,BIOL,INOD,0
15505,BIOL,INSE,0
15506,BIOL,INTG,0
15507,BIOL,INTT,0
15508,BIOL,INTZ,0
15509,BIOL,INVE,0
15510,BIOL,IROQ,0
15511,BIOL,ISEE,0
15512,BIOL,ISIG,0
15513,BIOL,ISSC,0
15514,BIOL,ISUN,0
15515,BIOL,ITRN,0
15516,BIOL,IVAC,0
15517,BIOL,JAGX,0
15518,BIOL,JYNT,0
15519,BIOL,KBAL,0
15520,BIOL,KEQU,0
15521,BIOL,KFFB,0
15522,BIOL,KINS,0
15523,BIOL,KIRK,0
15524,BIOL,KMDA,0
15525,BIOL,KMPH,0
15526,BIOL,KNDI,0
15527,BIOL,KOPN,0
15528,BIOL,KOSS,0
15530,BIOL,KTCC,0
15559,BIOL,MARA,0
15560,BIOL,MARK,0
15561,BIOL,MAYS,0
15592,BIOL,MTMT,0
15593,BIOL,MTNB,0
15594,BIOL,MTRX,0
15595,BIOL,MULN,0
15596,BIOL,MVIS,0
15597,BIOL,MYMD,0
15598,BIOL,NAII,0
15599,BIOL,NAOV,0
15600,BIOL,NATH,0
15601,BIOL,NAVB,0
15602,BIOL,NBGV,0
15603,BIOL,NBRV,0
15604,BIOL,NEGG,0
15605,BIOL,NEPT,0
15606,BIOL,NETI,0
15607,BIOL,NEWP,0
15608,BIOL,NGVC,0
15609,BIOL,NHTC,0
15610,BIOL,NILE,0
15611,BIOL,NISN,0
15612,BIOL,NNBR,0
15613,BIOL,NNDM,0
15614,BIOL,NOTV,0
15615,BIOL,NOVN,0
15616,BIOL,NRBO,0
15591,BIOL,MTEX,0
15590,BIOL,MTEM,0
15589,BIOL,MSVB,0
15588,BIOL,MRNS,0
15562,BIOL,MBCN,0
15563,BIOL,MCHX,0
15564,BIOL,MCRB,0
15565,BIOL,MDGS,0
15566,BIOL,MDWD,0
